objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237650762933731522,194.363777136673,-1.44425658974269,18.85299,17.09991,16.28662,15.88809,15.57737,1231,301,6,168,380668271264819200,GALAXY,0.05791375,338,51694,415
1237650762931568736,189.42506629674,-1.53719931713607,17.90959,16.67106,16.85096,16.99339,17.08089,1231,301,6,135,377301846672304128,STAR,0.0003759172,335,52000,456
1237650762934517932,196.259147797925,-1.42618578194417,19.34275,19.31057,19.03695,18.92286,18.92965,1231,301,6,180,381793071626479616,QSO,1.419507,339,51692,411
1237650762930847955,187.874928116347,-1.6223086073723,19.30247,18.00535,17.18029,16.74462,16.40088,1231,301,6,124,376218827601504256,GALAXY,0.1406393,334,51993,612
1237650762931634301,189.602432356697,-1.56106930020151,19.01989,18.09285,17.47432,17.04311,16.86264,1231,301,6,136,377298548137420800,GALAXY,0.1886495,335,52000,444
1237650762931765314,189.969385704382,-1.51275360686107,17.5486,16.58357,16.28016,16.17926,16.13799,1231,301,6,138,3261822816755935232,STAR,0.0005522946,2897,54585,330
1237650762931765320,189.990345501909,-1.64410496335711,19.27531,17.52925,16.64549,16.23682,15.91593,1231,301,6,138,377315040811837440,GALAXY,0.1115454,335,52000,504
1237650762931765323,189.995175649255,-1.62071335515541,18.39073,17.50902,17.26556,17.19148,17.18312,1231,301,6,138,3261822541878028288,STAR,0.000107876,2897,54585,329
1237650762930978989,188.177067251533,-1.54239745595738,19.10585,18.72528,18.93938,18.75385,18.77858,1231,301,6,126,4269679715516653568,QSO,0.5838467,3792,55212,972
1237650762934649045,196.522580912047,-1.53937750989054,18.8274,17.06181,16.16418,15.70563,15.36079,1231,301,6,182,381802142597408768,GALAXY,0.0898544,339,51692,444
1237650762931765421,189.956851911464,-1.60304633192681,19.37779,18.08428,17.49845,17.15671,16.94301,1231,301,6,138,377314216178116608,GALAXY,0.1107266,335,52000,501
1237650762931830821,190.024804566132,-1.55304315242848,18.06513,16.54323,15.98824,15.80878,15.73756,1231,301,6,139,3261823916267563008,STAR,-6.866826E-05,2897,54585,334
1237650762931830934,190.057290316906,-1.63020395093888,19.04415,17.77605,17.17747,16.76115,16.53004,1231,301,6,139,377322737393231872,GALAXY,0.1111619,335,52000,532
1237650762931830940,190.061093120894,-1.55045613801968,19.2412,18.22048,17.74239,17.56258,17.46339,1231,301,6,139,3261825015779190784,STAR,0.0003338731,2897,54585,338
1237650762931044542,188.297485394096,-1.60627813525432,19.15702,17.31527,16.40781,16.0107,15.67958,1231,301,6,127,377267212056029184,GALAXY,0.0918715,335,52000,330
1237650762931896497,190.238740133582,-1.55662211646703,19.43471,18.40536,18.09523,17.9861,17.94231,1231,301,6,140,378395036091443200,STAR,0.0006497203,336,51999,337
1237650762933010560,192.710503784901,-1.59211767855406,18.42252,16.62217,15.6582,15.22642,14.85776,1231,301,6,157,379554745947285504,GALAXY,0.08706535,337,51997,460
1237650762933010590,192.730954357456,-1.48979410950422,19.38155,17.56364,16.71105,16.30268,15.96791,1231,301,6,157,379553921313564672,GALAXY,0.04755447,337,51997,457
1237650762934714431,196.692398392757,-1.52749984656574,19.18982,17.32211,16.3924,15.97268,15.63603,1231,301,6,183,381827706242754560,GALAXY,0.08496938,339,51692,537
1237650762933207074,193.207689762431,-1.62964731103348,17.02746,15.79689,15.33004,15.13192,15.0264,1231,301,6,160,379585532272863232,STAR,-0.0001412281,337,51997,572
1237650762933338181,193.507855883882,-1.5083379321685,16.69827,15.08416,14.39736,14.065,13.82612,1231,301,6,162,379584707639142400,STAR,0.00376161,337,51997,569
1237650762933403834,193.594011302744,-1.52609293777651,19.18374,17.63004,16.81336,16.43958,16.14389,1231,301,6,163,379582783493793792,GALAXY,0.08587293,337,51997,562
1237648703518802126,218.699094590575,-0.628445067024065,19.33512,17.29455,16.26015,15.80484,15.46868,752,301,2,502,4531826929393704960,GALAXY,0.1064137,4025,55350,290
1237648703518802152,218.723435847934,-0.637593131416341,18.7802,17.39337,16.59262,16.14241,15.87195,752,301,2,502,345734312429119488,GALAXY,0.137272,307,51663,302
1237648703518802217,218.773183757964,-0.687980379898882,19.13739,17.97111,17.36914,16.99072,16.7819,752,301,2,502,344529247248869376,GALAXY,0.10744,306,51637,14
1237648703518802222,218.773440961485,-0.760035997102465,19.46136,17.50455,16.56508,16.1375,15.81092,752,301,2,502,344528147737241600,GALAXY,0.08127476,306,51637,10
1237648703518933139,219.080588617497,-0.702244612420816,19.48291,18.27766,17.56477,17.05985,16.80901,752,301,2,504,345718644388423680,GALAXY,0.1060646,307,51663,245
1237648703518998559,219.118588910368,-0.644499938738751,18.72055,18.56089,18.44526,18.26687,18.04005,752,301,2,505,344529797004683264,QSO,2.050211,306,51637,16
1237648703518998561,219.123630299939,-0.755380315114951,16.47707,15.33635,15.38464,15.45339,15.5344,752,301,2,505,345720843411679232,STAR,-0.0003643283,307,51663,253
1237648703518998686,219.146949579903,-0.764693597322381,18.82215,17.78672,17.26291,16.88925,16.68503,752,301,2,505,344528422615148544,GALAXY,0.1063798,306,51637,11
1237648703519064074,219.242320825613,-0.701896751525789,19.02089,18.1265,17.90162,17.81038,17.84084,752,301,2,506,1034849389362833408,STAR,0.0004068406,919,52409,536
1237648703519129787,219.464955176824,-0.672429377592698,19.2626,17.31194,16.36349,15.92239,15.56681,752,301,2,507,345701327080286208,GALAXY,0.08126968,307,51663,182
1237648703519195145,219.549257924789,-0.757294515515645,17.9763,17.08,16.7816,16.66504,16.64398,752,301,2,508,4531757660161155072,STAR,-2.752591E-05,4025,55350,38
1237648703519195444,219.605004729568,-0.678387635965998,18.9988,17.60707,16.87988,16.47918,16.26476,752,301,2,508,345698853179123712,GALAXY,0.07226308,307,51663,173
1237648703519195500,219.66058348732,-0.786167116243644,18.84921,17.92129,17.39355,17.08499,16.92047,752,301,2,508,345688132940752896,GALAXY,0.1940485,307,51663,134
1237648703519260946,219.818739038419,-0.7753155309318,18.83069,18.54494,18.64672,18.51965,18.56865,752,301,2,509,345676313190754304,QSO,0.5896969,307,51663,91
1237648703519326351,219.958345479831,-0.718152099345027,14.87345,13.67899,13.528,13.65715,14.42121,752,301,2,510,4533079272718311424,GALAXY,0.005896059,4026,55325,750
1237648703519326352,219.958501064505,-0.70638700599989,18.19187,18.48101,24.80204,24.36181,22.82691,752,301,2,510,345678512214009856,GALAXY,0.005982158,307,51663,99
1237648703519392025,220.048490262227,-0.753290830934311,19.28437,18.04276,17.27306,16.81704,16.54172,752,301,2,511,345677962458195968,GALAXY,0.1787808,307,51663,97
1237648703519392027,220.051500898071,-0.691302094872552,18.90925,17.46945,16.60372,16.14974,15.93569,752,301,2,511,345680711237265408,GALAXY,0.1379324,307,51663,107
1237648703519392058,220.085603543927,-0.767797265471991,19.38025,17.96329,17.4188,17.07795,16.94486,752,301,2,511,345667791975639040,GALAXY,0.08027805,307,51663,60
1237648703519457481,220.181687841604,-0.831201766031741,19.48379,18.34287,17.60297,17.16816,16.91958,752,301,2,512,345663119051220992,GALAXY,0.1814919,307,51663,43
1237648703519522948,220.337674826312,-0.759539569585389,17.87141,16.70095,16.11312,15.65448,15.44565,752,301,2,513,346860212319184896,GALAXY,0.07990022,308,51662,302
1237648703519522963,220.350713938793,-0.751849672593118,19.4619,18.18478,17.50857,17.10901,16.87852,752,301,2,513,345656521981454336,GALAXY,0.08001003,307,51663,19
1237648703519654064,220.6784004385,-0.675305065200808,19.0967,17.50941,16.77004,16.35425,16.08969,752,301,2,515,345657896370989056,GALAXY,0.07990946,307,51663,24
1237648703519654169,220.714495287867,-0.643185926214662,18.45205,16.96424,16.35581,16.07859,15.94818,752,301,2,515,3303473967171397632,STAR,-0.0008346067,2934,54626,304
1237648703519654393,220.731838646109,-0.721281597750814,19.33014,18.34351,18.12662,18.01338,18.04648,752,301,2,515,3303443180845819904,GALAXY,0,2934,54626,192
1237648703520178262,221.863935527013,-0.768870375943762,16.45845,15.33852,14.92975,14.78057,14.75899,752,301,2,523,3275279740709136384,STAR,7.475874E-05,2909,54653,134
1237648703520505943,222.593505630575,-0.830740168483363,18.11956,16.65604,16.08204,15.85513,15.74187,752,301,2,528,3275259399744022528,STAR,0.000272407,2909,54653,60
1237648703520506132,222.568074554098,-0.658151772362449,19.3511,16.83573,15.72565,15.32666,15.10008,752,301,2,528,3303406347206289408,STAR,8.239143E-05,2934,54626,58
1237648703520506142,222.573128340661,-0.650142796823636,18.63844,16.90358,16.11441,15.73233,15.41901,752,301,2,528,346807985516865536,GALAXY,0.0427188,308,51662,112
1237648703520243776,221.969998129555,-0.807842209817633,17.63213,16.59753,16.29598,16.20835,16.20682,752,301,2,524,3275279465831229440,STAR,7.010577E-06,2909,54653,133
1237648703520243809,222.017418334513,-0.777282429234029,19.12406,18.11736,17.76807,17.61104,17.61171,752,301,2,524,346817606243608576,STAR,-0.0001956451,308,51662,147
1237648703520243849,222.033630668184,-0.798857650625813,18.82805,18.41525,18.27707,18.28645,18.41676,752,301,2,524,1035984360274159616,STAR,0.002164544,920,52411,569
1237648703520243853,222.040215726669,-0.6932707428452,18.47245,17.56302,17.28034,17.07619,17.07636,752,301,2,524,346817331365701632,GALAXY,0.02752549,308,51662,146
1237648703520243883,222.060715311675,-0.636857663487853,17.30823,15.94786,15.33878,15.05462,14.90043,752,301,2,524,3275280290464950272,STAR,-6.252058E-05,2909,54653,136
1237648703520244213,221.939208814959,-0.675322519529138,19.45549,18.12969,17.58354,17.25052,17.12075,752,301,2,524,346825852580816896,GALAXY,0.04259245,308,51662,177
1237648703520637101,222.97045898736,-0.656069893573085,17.69923,16.3271,15.70422,15.47854,15.38434,752,301,2,530,3275245930726582272,STAR,-0.0003550512,2909,54653,11
1237648703520309259,222.088280201943,-0.793861319855639,18.64551,17.2639,16.71594,16.52033,16.46658,752,301,2,525,3275280840220764160,STAR,-5.920248E-05,2909,54653,138
1237648703520309377,222.188551123479,-0.754506399391142,18.81612,17.60544,17.53247,17.53665,17.54837,752,301,2,525,3275279190953322496,STAR,0.0001875567,2909,54653,132
1237648703520899134,223.488406311416,-0.801474183372421,17.7916,16.59501,16.10525,15.88312,15.80073,752,301,2,534,3731306041938386944,STAR,2.066952E-06,3314,54970,268
1237648703520309546,222.235024668839,-0.727207617417141,17.68816,16.49591,16.0479,15.77757,15.6716,752,301,2,525,346819805266864128,GALAXY,0.02807129,308,51662,155
1237648703520374974,222.254196034587,-0.64771411982671,18.24559,16.31879,15.41882,14.99515,14.6718,752,301,2,526,346816506731980800,GALAXY,0.04239626,308,51662,143
1237648703520374999,222.296482243946,-0.701890487939872,18.43146,17.35771,16.93609,16.66774,16.50429,752,301,2,526,346793691865704448,GALAXY,0.04342113,308,51662,60
1237648703520571688,222.78725761727,-0.741471387345119,19.44096,17.81349,17.15072,16.93345,16.82673,752,301,2,529,3303393702822569984,STAR,-0.0001297459,2934,54626,12
1237648703520440434,222.469911697666,-0.743767334362161,19.28009,19.1936,18.675,18.82373,18.9629,752,301,2,527,347990790720481280,QSO,1.269727,309,51994,319
1237648703520440474,222.500085083156,-0.819662855327017,18.11256,15.82885,14.88259,14.55694,14.37965,752,301,2,527,3275265996813789184,STAR,7.764521E-06,2909,54653,84
1237648703520112694,221.671830009152,-0.804042839460464,18.3779,17.17435,16.64076,16.38787,16.26763,752,301,2,522,3303449503037679616,STAR,-0.0005220975,2934,54626,215
1237648703520112844,221.778286454391,-0.669936608504514,18.54447,17.38389,16.89496,16.69031,16.61099,752,301,2,522,3275300081674250240,STAR,0.000378326,2909,54653,208
1237648703520702608,223.090585117404,-0.799925310161065,17.81793,16.32067,15.7777,15.59434,15.54037,752,301,2,531,3275247030238210048,STAR,-0.0001684773,2909,54653,15
1237648703520440649,222.49249402877,-0.631352097871733,18.81567,17.67527,17.37858,17.19994,17.13654,752,301,2,527,346806611127330816,GALAXY,0.02639611,308,51662,107
1237651251486064666,131.388887462641,52.2317460256021,18.30036,17.17595,16.74912,16.58566,16.52884,1345,301,4,165,503397411494848512,STAR,3.786102E-06,447,51877,437
1237651251487375553,135.009539621102,54.3448918882624,19.15443,17.95387,17.26297,16.85501,16.56251,1345,301,4,185,505697590206031872,GALAXY,0.1296739,449,51900,613
1237651251487375556,134.977507185877,54.376925816187,19.4331,18.00735,17.13138,16.67826,16.40356,1345,301,4,185,505697040450217984,GALAXY,0.1631478,449,51900,611
1237651251487572010,135.330318410916,54.7960693390369,18.90212,16.919,15.98402,15.49656,15.14517,1345,301,4,188,506728382491289600,GALAXY,0.04691594,450,51908,267
1237651251487441120,135.166160917275,54.5716310166458,18.08484,17.08117,16.76986,16.49814,16.42142,1345,301,4,186,506733880049428480,GALAXY,0.04639131,450,51908,287
1237651251485933723,131.027306122077,52.0571091357478,19.43003,17.6942,16.84227,16.43104,16.13565,1345,301,4,163,503350132494854144,GALAXY,0.08841103,447,51877,265
1237651251485933714,130.997038206663,52.0601866931974,19.43658,17.64726,16.69164,16.26122,15.86826,1345,301,4,163,503351781762295808,GALAXY,0.1157208,447,51877,271
1237651251486720088,132.997172211918,53.4278739748517,18.81871,18.68515,18.82673,18.94193,19.1008,1345,301,4,175,505614577078134784,GALAXY,0.2648574,449,51900,311
1237651251486916690,133.644223841505,53.7892936487604,16.45963,15.63514,15.30915,15.08962,14.90842,1345,301,4,178,505648661938595840,GALAXY,0.03752311,449,51900,435
1237651251487506592,135.137343495507,54.6914922927317,19.13038,18.05299,17.65092,17.37604,17.22444,1345,301,4,187,505694291671148544,GALAXY,0.04588387,449,51900,601
1237651251486982348,133.798242686781,53.828322314048,19.50963,17.42964,16.28796,15.83125,15.4843,1345,301,4,179,5802903611412291584,GALAXY,0.1476404,5154,55864,56
1237651251486982387,133.928971450928,53.8197020358508,18.36624,16.74603,15.8965,15.51281,15.22779,1345,301,4,179,505658557543245824,GALAXY,0.09741216,449,51900,471
1237651251487047875,133.962448881688,53.9077527124293,19.48564,18.40632,17.78021,17.40439,17.17757,1345,301,4,180,8212517992979734528,GALAXY,0.1886292,7294,56739,742
1237651251487047912,134.04968739146,53.9252503965576,18.64974,16.60048,15.59794,15.18293,14.81871,1345,301,4,180,505657458031618048,GALAXY,0.0986044,449,51900,467
1237651251487113254,134.04641836765,54.0326996195958,18.76308,17.14008,16.31555,15.90917,15.61829,1345,301,4,181,505656908275804160,GALAXY,0.09677505,449,51900,465
1237651251487113423,134.210356389437,54.0426501846048,18.37194,16.43596,15.51614,15.06265,14.75283,1345,301,4,181,505665704368826368,STAR,-0.0001244358,449,51900,497
1237651251487113448,134.333855393899,53.9878102511136,18.68258,17.28132,16.49697,16.07323,15.75502,1345,301,4,181,505664329979291648,GALAXY,0.1032165,449,51900,492
1237651251487113527,134.300140503092,54.0274024998993,18.95156,17.7361,17.19167,16.8622,16.6468,1345,301,4,181,505662130956036096,GALAXY,0.09771383,449,51900,484
1237651251487310143,134.743623584481,54.3579539795637,18.8962,16.92805,15.96817,15.5364,15.19162,1345,301,4,184,505687144845568000,GALAXY,0.08425326,449,51900,575
1237651251487572042,135.490329405169,54.787380765367,18.71233,16.82117,15.97225,15.56903,15.29393,1345,301,4,188,506727557857568768,GALAXY,0.08270735,450,51908,264
1237651251487572077,135.37516315783,54.7015587685103,19.1297,17.82289,17.26326,16.8932,16.65114,1345,301,4,188,506726733223847936,GALAXY,0.08202919,450,51908,261
1237651251486654563,132.971827855958,53.2198337769649,19.31646,18.15965,17.42178,17.00738,16.71416,1345,301,4,174,505613752444413952,GALAXY,0.127302,449,51900,308
1237651251486589135,132.876731831807,53.0983531362461,19.02223,17.68212,17.03217,16.66637,16.42752,1345,301,4,173,503433695378565120,GALAXY,0.08377422,447,51877,569
1237651251487178772,134.223393754327,54.1370532580128,19.3174,17.35919,16.42443,15.98961,15.66406,1345,301,4,182,505661856078129152,GALAXY,0.09621323,449,51900,483
1237651251487244466,134.43460389761,54.227154648949,19.2083,17.45006,16.64809,16.26727,15.96527,1345,301,4,183,505667078758361088,GALAXY,0.03898491,449,51900,502
1237651251487244554,134.692969280461,54.1862183334628,19.45954,18.12787,17.55036,17.20251,16.98372,1345,301,4,183,505666803880454144,GALAXY,0.08509754,449,51900,501
1237651251487244562,134.67225297253,54.2181081743954,18.92913,17.49515,16.87735,16.56174,16.37619,1345,301,4,183,505669002903709696,GALAXY,0.03795014,449,51900,509
1237651251487309979,134.652191642221,54.3173661441251,17.51768,15.3072,14.28938,13.84132,13.49325,1345,301,4,184,505677249240918016,GALAXY,0.08582446,449,51900,539
1237651251487309981,134.670590963787,54.3166511321313,19.05283,17.0855,16.14184,15.72749,15.39067,1345,301,4,184,6449272970162446336,GALAXY,0.08167344,5728,56334,430
1237651251487309982,134.651333086274,54.3230100396878,19.31444,17.28304,16.34906,15.9247,15.62034,1345,301,4,184,5802892891173920768,GALAXY,0.0856043,5154,55864,17
1237651251487310111,134.78347549963,54.3008860111917,19.27824,18.43648,18.13632,18.01538,17.98311,1345,301,4,184,6449272420406632448,STAR,-0.0003566084,5728,56334,428
1237651251487310114,134.649267369959,54.3863444502093,18.81835,16.92881,16.01003,15.60394,15.28167,1345,301,4,184,505676974363011072,GALAXY,0.08459571,449,51900,538
1237651251487310160,134.704483643276,54.3906366387681,18.61476,16.82847,15.86708,15.40661,15.02768,1345,301,4,184,505678898508359680,GALAXY,0.08712647,449,51900,545
1237651251487310189,134.682705118887,54.428909239041,19.51884,17.69762,16.85454,16.46291,16.18648,1345,301,4,184,505675325095569408,GALAXY,0.08657005,449,51900,532
1237651251487310202,134.68262426733,54.4406465282491,18.77087,16.96718,16.04727,15.6173,15.27993,1345,301,4,184,6449274619429888000,GALAXY,0.08726029,5728,56334,436
1237651251487375525,134.735098183583,54.4613495930491,19.57368,17.58176,16.57175,16.06547,15.66514,1345,301,4,185,505683571432777728,GALAXY,0.08758844,449,51900,562
1237651251487441042,134.97463529967,54.4993253556139,18.97496,17.74271,17.21593,16.90217,16.84168,1345,301,4,186,505683846310684672,GALAXY,0.03853632,449,51900,563
1237651251487441052,134.985166324487,54.5153323295168,19.49543,17.61883,16.71208,16.29839,15.97332,1345,301,4,186,505696490694404096,GALAXY,0.08446128,449,51900,609
1237651251487441070,134.988997254413,54.5493163799614,19.52382,17.78293,16.72569,16.26358,15.93838,1345,301,4,186,505698414839752704,GALAXY,0.1631267,449,51900,616
1237651251486654755,133.094720434244,53.2280746666078,19.38235,17.59674,16.68841,16.2554,15.91379,1345,301,4,174,505601657816508416,GALAXY,0.0862333,449,51900,264
1237651251486654780,133.099860291757,53.264070900504,19.1609,17.78336,17.01143,16.61149,16.32996,1345,301,4,174,505603032206043136,GALAXY,0.1280278,449,51900,269
1237651251486720129,133.124187788453,53.4545447920633,18.97502,17.90048,17.51716,17.39698,17.33985,1345,301,4,175,505604681473484800,STAR,3.684017E-05,449,51900,275
1237651251486720160,133.128051777505,53.3027735941985,18.4651,16.9632,16.15317,15.70835,15.37283,1345,301,4,175,505602482450229248,GALAXY,0.08365113,449,51900,267
1237651251486785701,133.162664677658,53.4780622658285,17.55195,15.62631,14.75249,14.35057,14.0335,1345,301,4,176,505605780985112576,GALAXY,0.03119965,449,51900,279
1237651251487506512,135.253875924695,54.6673820223348,17.37893,16.15292,15.59942,15.22217,14.94374,1345,301,4,187,506734704683149312,GALAXY,0.04644496,450,51908,290
1237651251486916641,133.637596572957,53.7121451670896,19.14099,18.20092,17.92104,17.84542,17.78993,1345,301,4,178,8212518817613455360,STAR,0.0004493459,7294,56739,745
1237651251486916785,133.723185561673,53.6904601345714,16.79147,15.65916,15.21477,14.98608,14.8369,1345,301,4,178,505593686357207040,GALAXY,0.03709651,449,51900,235
1237651251486982321,133.782391023021,53.8215768120186,19.44808,18.07089,17.4257,17.06341,16.94968,1345,301,4,179,505648387060688896,GALAXY,0.1451204,449,51900,434
1237651251486982398,133.835005327775,53.89150717555,19.34844,18.17183,17.56538,17.1681,16.95675,1345,301,4,179,505649211694409728,GALAXY,0.08456986,449,51900,437
1237651735765385353,199.208915624651,1.88420319077403,18.01226,16.77056,16.16286,15.77827,15.518,1458,301,2,497,592298431456765952,GALAXY,0.07245975,526,52312,273
1237651735765385383,199.231150135089,1.80124741110701,19.00308,18.08822,17.83752,17.7423,17.73567,1458,301,2,497,591108484712392704,STAR,8.136914E-05,525,52295,40
1237651735765385386,199.23525502432,1.82399700967874,18.88285,17.88245,17.47651,17.05021,16.95318,1458,301,2,497,591104361543788544,GALAXY,0.06951512,525,52295,25
1237651735761780808,190.937387446655,1.90964821365347,19.41328,17.33915,16.25269,15.82191,15.46253,1458,301,2,442,587792353096394752,GALAXY,0.1246392,522,52024,264
1237651735765385441,199.270639430324,1.82800704793693,16.59607,15.25662,14.65454,14.32402,14.06814,1458,301,2,497,591103262032160768,GALAXY,0.0362903,525,52295,21
1237651735763812541,195.709502110162,1.89176147941788,19.15397,18.75646,18.89781,18.70407,18.7405,1458,301,2,473,590034807111575552,QSO,0.6128687,524,52027,230
1237651735763878022,195.783945299716,1.87959663074769,18.5995,17.40937,17.03358,16.83309,16.69056,1458,301,2,474,590036181501110272,GALAXY,0.04089876,524,52027,235
1237651735763878052,195.819521981704,1.85332643558255,19.52856,18.38109,17.6552,17.25795,17.08244,1458,301,2,474,590036456379017216,GALAXY,0.1866113,524,52027,236
1237651735765450865,199.32310829124,1.84912532568143,18.41021,16.66836,15.91647,15.52024,15.22777,1458,301,2,498,592297331945138176,GALAXY,0.07978493,526,52312,269
1237651735765450892,199.355693905553,1.85532678236821,19.44445,17.60874,16.69091,16.26661,15.92317,1458,301,2,498,592298156578859008,GALAXY,0.07873109,526,52312,272
1237651735764533277,197.29269164568,1.84425724687547,17.83434,16.73673,16.73647,16.78156,16.88011,1458,301,2,484,589979556652279808,STAR,0.0009919815,524,52027,29
1237651735765516366,199.580078611039,1.8734166441788,18.77337,18.74601,18.63978,18.75066,18.89742,1458,301,2,499,592288810730022912,QSO,1.155343,526,52312,238
1237651735765581837,199.646912925953,1.90103526325069,18.10359,17.02962,16.56159,16.27674,16.05416,1458,301,2,500,592284962439325696,GALAXY,0.04337743,526,52312,224
1237651735764205701,196.585131227802,1.85171856694049,18.94775,17.38083,16.63766,16.21237,15.94095,1458,301,2,479,589999347861579776,GALAXY,0.09332787,524,52027,101
1237651735765581919,199.666902734039,1.91412783686483,17.9999,16.14676,15.31888,14.92717,14.60122,1458,301,2,500,592286336828860416,GALAXY,0.05081615,526,52312,229
1237651735765582002,199.754823027698,1.87894856562578,19.46639,17.77529,17.09306,16.76643,16.49962,1458,301,2,500,592273417567234048,GALAXY,0.03636889,526,52312,182
1237651735765647531,199.867161734141,1.82929372010565,18.72028,17.83025,17.55563,17.40526,17.28568,1458,301,2,501,592275066834675712,GALAXY,0.02372893,526,52312,188
1237651735764336801,196.828975742596,2.00364536030156,16.49161,15.34957,14.9095,14.69881,14.61312,1458,301,2,481,591180227846105088,GALAXY,0.01940175,525,52295,301
1237651735765712902,199.920180972148,1.80253140060649,17.367,17.3966,17.76691,18.07994,18.408,1458,301,2,502,592276716102117376,STAR,-0.0001249591,526,52312,194
1237651735764336888,196.908893671088,1.85053230362312,18.60069,17.55475,17.05771,16.69629,16.48192,1458,301,2,481,589990276890650624,GALAXY,0.08465333,524,52027,68
1237651735765712944,199.979361171588,1.88319944358662,18.32461,18.12399,18.45724,18.71184,18.83969,1458,301,2,502,4510453522492268544,STAR,-0.0001685425,4006,55328,358
1237651735765712967,200.014086975218,1.91823551330153,19.12982,17.4812,16.51461,16.06972,15.77146,1458,301,2,502,592272318055606272,GALAXY,0.1368227,526,52312,178
1237651735764402246,196.995411639703,1.82388052993006,18.63231,18.6099,18.36486,18.3442,18.49558,1458,301,2,482,591183526380988416,QSO,1.251731,525,52295,313
1237651735764730018,197.791868131457,1.92859613475703,19.48503,18.21932,17.62495,17.25817,17.04327,1458,301,2,487,591148891764713472,GALAXY,0.1298926,525,52295,187
1237651735765123110,198.648418492685,1.99048667273978,18.08748,16.80183,16.95004,17.06244,17.12975,1458,301,2,493,591136797136807936,STAR,0.0002680946,525,52295,143
1237651735765188765,198.839833943152,1.92753019229199,16.46499,14.90449,14.13177,13.72243,13.38863,1458,301,2,494,592306128038160384,GALAXY,0.03455445,526,52312,301
1237651735766040733,200.777297148956,1.83255282669539,18.63124,16.63953,15.7389,15.32698,14.99873,1458,301,2,507,592255275625375744,GALAXY,0.05592427,526,52312,116
1237651735765385405,199.258777300311,1.80559826789786,17.21994,15.98477,15.34332,14.93662,14.59463,1458,301,2,497,592296782189324288,GALAXY,0.03663217,526,52312,267
1237651735765516511,199.562381330668,1.81215268281405,18.50453,17.318,16.74875,16.33647,16.15641,1458,301,2,499,592288260974209024,GALAXY,0.0697003,526,52312,236
1237651735766630435,202.045882835226,1.87306663950542,18.49474,18.2323,18.2303,18.18509,18.35781,1458,301,2,516,593403166268090368,QSO,1.467775,527,52342,196
1237651735764795540,197.915163897591,1.83759790616185,19.15386,17.96674,17.27803,16.89992,16.66649,1458,301,2,488,591147242497271808,GALAXY,0.1082043,525,52295,181
1237651735765844100,200.297255376624,1.84476005931084,19.48755,18.2486,17.56127,17.20189,16.92262,1458,301,2,504,592262972206770176,GALAXY,0.1114529,526,52312,144
1237651735764992066,198.27394803632,1.99082194700646,19.44453,19.07607,18.98758,18.86995,18.64426,1458,301,2,491,4511535991673036800,QSO,2.021651,4007,55327,200
1237651735764992155,198.393828334115,1.94280524766266,19.48284,18.99202,18.6382,18.28496,18.24164,1458,301,2,491,591141744939132928,QSO,1.530279,525,52295,161
1237651735766696048,202.173208758332,1.9669670529358,18.27424,17.00723,16.38385,16.03337,15.77074,1458,301,2,517,593399317977393152,GALAXY,0.08252635,527,52342,182
1237651735766696129,202.24655822621,1.91572390441714,18.65372,16.81955,15.97129,15.59842,15.2704,1458,301,2,517,593394370175068160,GALAXY,0.05592865,527,52342,164
1237651735765909693,200.465688261842,1.89976694951017,19.40887,18.0024,17.27827,16.86681,16.5537,1458,301,2,505,592251702212585472,GALAXY,0.09886426,526,52312,103
1237651735766696171,202.309231548551,1.81384223347717,19.36136,18.45832,18.12397,18.00649,17.97297,1458,301,2,517,593394645052975104,STAR,0.0002960003,527,52342,165
1237651735765123256,198.715209630701,1.9608843289304,18.90674,18.49353,18.27217,18.21498,18.28326,1458,301,2,493,591129650311227392,GALAXY,0.2231206,525,52295,117
1237651735765188622,198.753614818205,1.84685651815453,18.824,17.81007,17.47389,17.33373,17.29302,1458,301,2,494,591126626654251008,STAR,0.0002704645,525,52295,106
1237651735766761504,202.399965982416,1.93177407916743,19.12399,17.89462,17.32298,17.01459,16.8569,1458,301,2,518,593398768221579264,GALAXY,0.07917857,527,52342,180
1237651735766761670,202.415881485589,1.84145996524626,19.58862,17.62145,16.48009,16.03971,15.66429,1458,301,2,518,593393545541347328,GALAXY,0.1550274,527,52342,161
1237651735765188716,198.775359511978,1.86028562319275,18.24152,17.02166,16.54954,16.28856,16.09204,1458,301,2,494,592308876817229824,GALAXY,0.03325202,526,52312,311
1237651735766106198,200.840071297223,1.94174292477213,17.97925,16.53943,15.78293,15.30596,14.98819,1458,301,2,508,593435052105295872,GALAXY,0.1103327,527,52342,312
1237651735766106282,200.964959875398,1.88477134043056,17.93189,16.46254,15.7675,15.39856,15.12299,1458,301,2,508,592240981974214656,GALAXY,0.08231244,526,52312,64
1237651735766171763,201.027827054545,1.84463623327747,19.43701,18.37825,17.75671,17.3537,17.15932,1458,301,2,509,593436701372737536,GALAXY,0.145994,527,52342,318
1237651735766237377,201.190143720394,1.91393501615372,18.64009,17.20549,16.47903,16.09646,15.80457,1458,301,2,510,593421308209948672,GALAXY,0.09728233,527,52342,262
